x,y
0.41833019016795192,0.0025243099365784747
0.41018397888575586,0.026154085244271225
0.34219862286037828,-0.040307745521736216
0.39679272703725899,-0.020921077849909726
0.3723252924784507,-0.041145489131506278
0.40436025225222649,0.031896882902951916
0.45498822001641592,0.047744170134341672
0.44926582815970167,0.053414916138301988
-0.28581734320344265,-0.0031241679840705279
-0.29026927051082457,-0.041148696475444217
0.43543376256246258,0.016915529168031178
0.049389532009646513,-0.21831484499150972
0.42199889720609735,0.013330718660506015
0.39350959524897405,-0.0082315335846880021
0.39387288210672006,-0.014749492451040519
0.012817067504734296,-0.20330802503487347
0.43377958673036932,0.017693678020308377
0.43444938043788184,0.023678264802614014
0.43955647061873293,0.075072440657799944
-0.29840216169902839,-0.044164398895300369
0.063790294295052771,-0.18769299796654568
0.054474120852743252,-0.22023781378380991
-0.30433259631760312,-0.059671699185508499
-0.30843781621928218,-0.037354103080796369
-0.29953424473375462,-0.040532603965683346
0.085028098514245462,-0.18286296585570092
-0.29726256474474022,-0.053763873797393842
0.086290619433654278,-0.20362669115686377
-0.28248971697454101,-0.022937524772288009
0.016345868476352256,-0.22100597371699215
0.058981178631454564,-0.21019868085265458
0.049934314404531374,-0.22135617470580601
0.074586481852740832,-0.17505075349737842
0.065665260763581465,-0.20065099936647957
-0.30472842957098295,-0.055869921654625898
-0.28583181570682109,-0.032735964327906292
-0.29702300725063935,0.051460815323112599
0.078439943498121861,-0.15349648037179459
-0.29742956441040547,-0.050824234886989679
0.048073899323521754,-0.13334544173773943
-0.30190744466838793,-0.016181190544238985
-0.30592010428501698,-0.04498204173283879
0.052268256243377498,-0.16831110754622897
0.048203402753335095,-0.22415933716720374
0.08581981971974241,-0.16388606626748004
0.01961344190247153,-0.19390857972153147
0.45601828019331292,0.06892445017681334
0.057110618588977861,-0.23114547826623388
0.37735008504443018,0.04467028838705428
0.030229600032659471,-0.21844301406263919
0.094557322468308072,-0.20819583299511604
-0.31289264335844241,-0.0445780162830101
-0.28829664899530694,-0.044815489928211216
0.075293846561728925,-0.20089395254482625
-0.32044693666604979,0.16223619327655803
0.080039835217382213,-0.10415268392307625
-0.3210212114639745,0.032149653369247987
0.47067925556648188,0.13973959200925073
-0.30199573711352573,-0.02158841398522637
-0.28254413891248309,-0.032721168283938493
-0.29993856113067618,-0.058430433254145174
-0.28900003531446627,0.054544914786506291
0.089922352984866116,-0.1025756697312469
-0.30444120118067708,-0.051641911736112649
-0.30543071699226798,-0.065157766983019449
-0.30383369631962343,0.012512181176182496
-0.27434337475181253,-0.018691155507947248
-0.30785879169641439,0.22371659177579267
-0.32353457464478308,0.17566659546086666
-0.33333965940376348,0.1631770495794439
0.11100117210689277,-0.14483368610783787
-0.30692020508981221,0.47785469335151093
-0.32045939099126469,0.16896017972820965
0.48294518992536445,0.21025189165499752
-0.29743484301613388,0.021540895130277297
0.47986253404494739,0.30780304874930942
-0.22989153954948216,0.24193218294887578
-0.23123288533221473,0.23867247606903896
-0.20325233213689881,0.39001217157595114
-0.23251977549584477,0.43233695641565634
0.76284051657856278,0.71422820433289191
-0.16860291641121022,0.81710734623189263
